,text,start,duration
2424,readability of your code by using keyword arguments. You simply ,9804.0,4.0
2425,prefix the arguments that you pass with the name of their parameters and this will ,9808.0,4.0
2426,increase the readability of your code. Now there is one more thing you need to know about,9812.0,4.0
2427,keyword arguments. These keyword arguments should always come after,9816.0,4.0
2428,"positional arguments. Let me show you what I mean. So, ",9820.0,4.0
2429,"back to our simple greet user function, let's use a keyword argument ",9824.0,4.0
2430,"for the first thing. So, let's set ",9828.0,4.0
2431,first name to jon and see what happens. So we immediately get this error and ,9832.0,4.0
2432,positional argument after keyword argument. ,9836.0,4.0
2433,So when calling this function we're supplying one keyword argument ,9840.0,4.0
2434,"and one positional argument, and python doesn't like this. So, ",9844.0,4.0
2435,"if you're mixing positional and keyword arguments, you should always use",9848.0,4.0
2436,and then the keyword arguments. ,9852.0,4.0
2437,"In other words, lets remove this keyword argument here, ",9856.0,4.0
2438,"so jon is now a positional argument, is targeting the first",9860.0,4.0
2439,parameter. Now after this positional argument we can,9864.0,4.0
2440,"supply any number of keyword arguments, so if you set last name to smith",9868.0,4.0
2441,"look, python doesn't have any problem with this because we are adding ",9872.0,4.0
2442,a keyword argument after a positional argument.,9876.0,4.0
2443,"So let's quickly recap, for the most part use positional arguments ",9880.0,4.0
2444,if you're dealing with functions that take multiple numerical values ,9884.0,4.0
2445,"and it's not quite clear what those values represent, use keyword arguments ",9888.0,4.0
2446,"to improve the readability of your code, and finally if",9892.0,4.0
2447,"your passing both positional and keyword arguments, use the",9896.0,4.0
2448,keyword arguments after the positional arguments. ,9900.0,4.0
2449,So far you have learned how to create functions and send them information using,9908.0,4.0
2450,their parameters in this tutorial I'm going to show you how to create functions that return ,9912.0,4.0
2451,"values, this is particularly useful if you're doing some kind of",9916.0,4.0
2452,calculation your function and you want to return the result to whoever is using your,9920.0,4.0
2453,function. let me show you. So let's start by defining a ,9924.0,4.0
2454,"function, called square, this function simply calculates",9928.0,4.0
2455,"the square of a number. So we need to add one parameter here, ",9932.0,4.0
2456,"that is is our number, now here we want to calculate number ",9936.0,4.0
2457,"times number, that is the square of a number. ",9940.0,4.0
2458,Now to return this color outside of this function we simply ,9944.0,4.0
2459,"use the return statement. So return. Now, ",9948.0,4.0
2460,"our square function is very simple, it only had one line of code. ",9952.0,4.0
2461,"But in a real program, you might have a function that has ten lines of code to calculate",9956.0,4.0
2462,"something. So, this return statement is very",9960.0,4.0
2463,valuable. So now we can return values to the caller of our function. ,9964.0,4.0
2464,"So, with this, when we call the square function, ",9968.0,4.0
2465,"let's say we give it 3, now this function returns a value, ",9972.0,4.0
2466,"just like an input function of python, this input function ",9976.0,4.0
2467,waits for the user to type something and press enter and then it will,9980.0,4.0
2468,return the user's input as a string so we can get it,9984.0,4.0
2469,"and store it in a variable like this, right? We have the same story with our",9988.0,4.0
2470,"story, with our square function. So our square function returns the value",9992.0,4.0
2471,we can simply get it and store it in a variable. Let's call that,9996.0,4.0
2472,"result. Now, we can print ",10000.0,4.0
2473,"result on the terminal, there you go, so result is 9, ",10004.0,4.0
2474,we could also pass this function called,10008.0,4.0
2475,directly inside of the print function without defining a separate variable.,10012.0,4.0
2476,"Sometimes this is useful for writing shorter code, so in this case. ",10016.0,4.0
2477,"So, in this case, we don't really need this result variable. We simply want to print ",10020.0,4.0
2478,"the square of 3. So, we could simply pass this function ",10024.0,4.0
2479,"call right here, as an argument for the print ",10028.0,4.0
2480,function. So let's delete this variable now our code is,10032.0,4.0
2481,"shorter so with this we're calling the square function, this returns a ",10036.0,4.0
2482,value and we'll pass that value as an argument to the print function. ,10040.0,4.0
2483,"Okay? When we run this program, we get the exact same ",10044.0,4.0
2484,result. There you go. Now what happens if we don't ,10048.0,4.0
2485,use a return statement in our function. So in the last example we simply used,10052.0,4.0
2486,a print statement. Let's temporarily remove ,10056.0,4.0
2487,this return statement and print the result,10060.0,4.0
2488,on the terminal. Like this. So let's run our program ,10064.0,4.0
2489,"one more time and see what we get. We see two things, the number",10068.0,4.0
2490,"9, and none. What is happening here? Well",10072.0,4.0
2491,"when Python interpreter executes this code, first it will call",10076.0,4.0
2492,the square function. So the control moves to the square function ,10080.0,4.0
2493,here we calculate the square of this given number and then print it,10084.0,4.0
2494,"on the terminal. That is the reason we see 9 right here, ",10088.0,4.0
2495,"now, by default, all functions return the value ",10092.0,4.0
2496,none. So if we don't have a return statement ,10096.0,4.0
2497,"here, by default python returns none. None",10100.0,4.0
2498,"is an object that represents the absence of a value, it's like nothing ",10104.0,4.0
2499,"or null i c, c++ java and Javascript. ",10108.0,4.0
2500,"So, in this example, we didn't have a return statement, and ",10112.0,4.0
2501,by default python returned none from this function. ,10116.0,4.0
2502,"So, after this square function is executed, the value none ",10120.0,4.0
2503,"is returned and passed as an argument to the print function, that is the reason ",10124.0,4.0
2504,we see none on the second line. So here are the two things,10128.0,4.0
2505,you need to take away from this tutorial. By default all functions in Python ,10132.0,4.0
2506,"return none. You can change that, so if you have a function that ",10136.0,4.0
2507,"calculates something, you can return the result using the return statement. ",10140.0,4.0
2508,Here's the code for our emoji converter program that we wrote earlier. ,10148.0,4.0
2509,"If you missed that tutorial, make sure to go back and watch it, as ",10152.0,4.0
2510,"I told you before, there is a table of content right below this video in the",10156.0,4.0
2511,description. So we can simply click on the emoji converter tutorial to watch it. ,10160.0,4.0
2512,"Now, your exercise is to reorganize this code using a function. ",10164.0,4.0
2513,"So I want you to extract a function in this code, because this algorithm",10168.0,4.0
2514,for converting these smiley faces into emoji's is something that,10172.0,4.0
2515,we probably want to use in a couple different applications. We can use it in a chat,10176.0,4.0
2516,application in an email application and so on. We don't want to write all this code every time ,10180.0,4.0
2517,we want to convert these characters into smiley faces. ,10184.0,4.0
2518,"So, out of all these lines of code that we have from line 1 to ",10188.0,4.0
2519,"line 10, the lines 10-2 belong to our",10192.0,4.0
2520,"algorithm, all these lines together implement this feature. ",10196.0,4.0
2521,"So, you should put these lines in a separate function, ",10200.0,4.0
2522,"Now, why don't we have the input in this function? Because",10204.0,4.0
2523,"the input will can come in different forms, currently we're using the import function ",10208.0,4.0
2524,"to receive the input from the terminal, but in other applications ",10212.0,4.0
2525,"we might receive the input from a graphical user interface, so the input can come in",10216.0,4.0
2526,"different forms. We don't want to put that in our function, because this line will not be reuseable. ",10220.0,4.0
2527,"You want to give our function the actual message, ",10224.0,4.0
2528,as a string. We don't care how we got that message. In one ,10228.0,4.0
2529,"program you might get it from the terminal, in another program you might get it from ",10232.0,4.0
2530,a graphical user interface. So that is the reason this line up code should not,10236.0,4.0
2531,"be in that function. By the same function, you shouldn't include",10240.0,4.0
2532,the last line in that function because what we do with the output is different from ,10244.0,4.0
2533,"one program to another. In this program, we are printing the output ",10248.0,4.0
2534,"in another program, you might send an output as an email, or as a response in ",10252.0,4.0
2535,"a chat application, so as a general rule of thumb you're function should",10256.0,4.0
2536,not worry about receiving input and ,10260.0,4.0
2537,printing it. These lines of code should not belong to your functions. So go ,10264.0,4.0
2538,ahead and reorganize this code by extracting a function. ,10268.0,4.0
2539,"Alright, on the top, first we need to define our function. So first we type ",10276.0,4.0
2540,"def, give our function a name like emoji_",10280.0,4.0
2541,"converter, so the name of this function clearly tells me what",10284.0,4.0
2542,"it does. Each function should be responsible for one and only one task, ",10288.0,4.0
2543,and that task should be clearly explained in the name of the function. ,10292.0,4.0
2544,"So, our emoji converter function should take ",10296.0,4.0
2545,"a parameter, we call that message, that is a string, right? Colon",10300.0,4.0
2546,now we need to move the lines ,10304.0,4.0
2547,5 all the way to the end of our for block ,10308.0,4.0
2548,"into the function, so let's select all these lines, you can",10312.0,4.0
2549,"cut them from here, by pressing command and x on Mac, or",10316.0,4.0
2550,"control and x on Windows, then we paste it here, ",10320.0,4.0
2551,as you can see these lines are automatically indented ,10324.0,4.0
2552,"so, they are part of the emoji converter function, if this didn't happen on your",10328.0,4.0
2553,"computer, make sure to select these lines and use the ",10332.0,4.0
2554,"tab to indent them. Alright, so here's our emoji converter function ",10336.0,4.0
2555,beautiful. Now after that ,10340.0,4.0
2556,"in the main flow of our program, first we get the input from the user ",10344.0,4.0
2557,we store it in this variable message and then we call,10348.0,4.0
2558,"emoji converter and pass this message, ",10352.0,4.0
2559,"this function should return a value, that is what we use to calculate",10356.0,4.0
2560,"the end of this function, so right after this for block we need to add ",10360.0,4.0
2561,"a return statement, return output, ",10364.0,4.0
2562,"now that our function returns a value, we can get it and store it",10368.0,4.0
2563,"in a separate variable, let's call that result ",10372.0,4.0
2564,"and then we can simply print that here, or",10376.0,4.0
2565,"we can make this code shorter, we don't really need this code here so we can simply ",10380.0,4.0
2566,"call the emoji converter, and print the result.",10384.0,4.0
2567,Like this. Now here we have an underline because,10388.0,4.0
2568,as I told you before we need to blank lines after,10392.0,4.0
2569,our function definitions. So currently we have only one blank line ,10396.0,4.0
2570,"we need to add another black line, good, let's go ahead, ",10400.0,4.0
2571,"and run this program, and make sure everything works as before ",10404.0,4.0
2572,so I'm going to type a message like good morning with a smiley face ,10408.0,4.0
2573,"good, let's run it one more time, times that, ",10412.0,4.0
2574,"to add okay beautiful, so, here's the",10416.0,4.0
2575,"final result, we defined this function called",10420.0,4.0
2576,"emoji converter, this function takes a parameter called message.",10424.0,4.0
2577,And finally returns the output. ,10428.0,4.0
2578,In this tutorial I'm going to teach you how to handle errors in your ,10436.0,4.0
2579,"python programs, so let's start by writing  a small program ",10440.0,4.0
2580,to get the user age from the terminal. So we call the input variable ,10444.0,4.0
2581,"input, and a label here, ",10448.0,4.0
2582,"like age, this returns a string, so we need to pass it to",10452.0,4.0
2583,the end funciton and store the result in,10456.0,4.0
2584,"a variable called age, now let's print age to make sure you have",10460.0,4.0
2585,"implemented everything properly we run our program, we type ",10464.0,4.0
2586,"20, 20 is printed here, beautiful, now look at ",10468.0,4.0
2587,"the exit code of this program, exit code 0 means",10472.0,4.0
2588,"our program terminated successfully, there were no errors, but what if",10476.0,4.0
2589,we run this program one more time and instead of entering ,10480.0,4.0
2590,"a numerical value, we enter something like asd. ",10484.0,4.0
2591,We get a value error with his message invalid literal ,10488.0,4.0
2592,for int with base 10. Basically what this message is telling ,10492.0,4.0
2593,us is that this string asd does not contain ,10496.0,4.0
2594,a valid home number that can be converted to an integer. Now look at the exit,10500.0,4.0
2595,"code of this program, exit code 1 means our exit code crashed, ",10504.0,4.0
2596,so 0 always means success and anything but 0 means crash ,10508.0,4.0
2597,now as a good python programmer you should anticipate this situation. ,10512.0,4.0
2598,You don't want to let your entire program crash just because the user entered ,10516.0,4.0
2599,an invalid value. So instead of letting the program ,10520.0,4.0
2600,"crash you should handle the situation and print a proper error message, and ",10524.0,4.0
2601,"that's what I'm going to show you in this tutorial, now before we get any further ",10528.0,4.0
2602,"look at the type of error we get here, value error, ",10532.0,4.0
2603,"so remember this, we're going to get back to this shortly ",10536.0,4.0
2604,"now how can we handle these errors, in python we have a construct called ",10540.0,4.0
2605,try accept we use that to handle errors. ,10544.0,4.0
2606,Let me show you how it works. So on the top,10548.0,4.0
2607,we type try: now as you know we are defining ,10552.0,4.0
2608,"a code block so, I'm going to move these two lines, ",10556.0,4.0
2609,inside of our try block so press tab here. ,10560.0,4.0
2610,"And remove this black line, now these two lines are part of our",10564.0,4.0
2611,"try block, right? So after try we type ",10568.0,4.0
2612,"accept, and then we add the type of the error ",10572.0,4.0
2613,"that our program may encounter, that is value error",10576.0,4.0
2614,"okay? Then, we add a colon and in this block we can",10580.0,4.0
2615,define what should happen if our program encounters ,10584.0,4.0
2616,an error of type value error. In this case we want to print ,10588.0,4.0
2617,"a proper error message, so print, ",10592.0,4.0
2618,invalid value. So with this try and accept we are telling python,10596.0,4.0
2619,"hey, go ahead and try running one or these two lines of code, ",10600.0,4.0
2620,"if you encounter, an error of type. Value error ",10604.0,4.0
2621,"then instead of crashing the program, try this error message on the terminal",10608.0,4.0
2622,so this is how this works. Now more accurately in programming,10612.0,4.0
2623,we reefer to this kind of error as an exception. So an exception ,10616.0,4.0
2624,is a kind of error that crashes our program. So our,10620.0,4.0
2625,"user enters an invalid value, this line of code ",10624.0,4.0
2626,"in line 2 will raise an exception, and on line 4 will catch it",10628.0,4.0
2627,"and print this error message, so our program will no longer ",10632.0,4.0
2628,crash. Let me show you. So let's go ahead and run this,10636.0,4.0
2629,"age 20, everything ",10640.0,4.0
2630,"works just like before and the exit code is 0, let's ",10644.0,4.0
2631,"rerun this program, and enter asd, ",10648.0,4.0
2632,so we get this proper error message invalid error menu and once again ,10652.0,4.0
2633,"the exit code is 0, so that means our program completed successfully.",10656.0,4.0
2634,"Didn't crash, now, we can also handle different kinds of ",10660.0,4.0
2635,"errors or exceptions, for example right when we get the age",10664.0,4.0
2636,"let's define a variable income and set it to 20,000.",10668.0,4.0
2637,And then define another variable called risk and set it ,10672.0,4.0
2638,to income divided by age. ,10676.0,4.0
2639,Let's run this program and enter 0 as the game to see what happened. ,10680.0,4.0
2640,So 0 is obviously a numerical value ,10684.0,4.0
2641,"so when we enter this value, technically we shouldn't get any exceptions. ",10688.0,4.0
2642,"Take a look. Our program crashed, we ",10692.0,4.0
2643,"did a 0 division error, because we cannot divide a number by 0. ",10696.0,4.0
2644,"Once again look at the exit code, so we couldn't catch this kind of error or",10700.0,4.0
2645,this kind of exception with this accept block. ,10704.0,4.0
2646,Accept block is only cashing exceptions of type value,10708.0,4.0
2647,"error. And this happens when we try to convert a nonnumerical value, ",10712.0,4.0
2648,to an integer. So in a situation like this. We should handle ,10716.0,4.0
2649,"different kinds of exceptions, we can add another ",10720.0,4.0
2650,except statement for an exception of type 0,10724.0,4.0
2651,division error. Now in this block we can print a ,10728.0,4.0
2652,"different kind of message, like age cannot be",10732.0,4.0
2653,"0. Let's run our program one more time. Now, ",10736.0,4.0
2654,I'm going to enter 0 as the age so we get this,10740.0,4.0
2655,error message age cannot be 0 and look at the exit code.,10744.0,4.0
2656,"It's 0, so our program didn't crash, so to recap, we ",10748.0,4.0
2657,`used try accept blocks to handle exceptions that are,10752.0,4.0
2658,"raised in our programs, as a good programmer you should always anticipate",10756.0,4.0
2659,these kind of exceptions and handle them properly. ,10760.0,4.0
2660,In this tutorial I'm going to talk to you guys about comments in python. ,10768.0,4.0
2661,We use comments to add notes or comments to our programs. ,10772.0,4.0
2662,"For example, here I'm going to make a print statement, ",10776.0,4.0
2663,"sky is blue. Now, before that, I ",10780.0,4.0
2664,can add a comment using a hi sign and then whatever we type here ,10784.0,4.0
2665,is going to get ignored it's not going to get executed. Let me show you so,10788.0,4.0
2666,"let's run this program, look we only see this",10792.0,4.0
2667,message. Sky is blue. So with this comment we can explain ,10796.0,4.0
2668,"something about our code, we can use it as reminders to fix things or",10800.0,4.0
2669,"clear things up, or we can use it to communicate things with other developers ",10804.0,4.0
2670,"reading our code, why we have written this code in a certain way.",10808.0,4.0
2671,"These are good use cases for using comments, we can also",10812.0,4.0
2672,"have comments over multiple lines, so we can simply add more",10816.0,4.0
2673,"comments, each line should start with a new hi sign. Now",10820.0,4.0
2674,one thing you need to avoid when using comments is explaining what the,10824.0,4.0
2675,code does. So here's an example of a bad comment. ,10828.0,4.0
2676,"Let me just delete these two lines, and with this comment I'm going to",10832.0,4.0
2677,say print sky is blue. Why,10836.0,4.0
2678,"is this a bad comment, because it's telling me the obvious, it's telling me ",10840.0,4.0
2679,this slide is going to print sky is blue. Now the problem with this comment is,10844.0,4.0
2680,"that apart from being verbose and repetitive, if you come here, ",10848.0,4.0
2681,"and change sky to ocean, now this comment gets ",10852.0,4.0
2682,"outdated. So overtime we change this code, then we have to come back and ",10856.0,4.0
2683,modify the corresponding comment. So I've seen some developers ,10860.0,4.0
2684,"add comments in front of their functions, for example, they define ",10864.0,4.0
2685,a function let's say a square that takes a number ,10868.0,4.0
2686,and simply returns number times number.,10872.0,4.0
2687,But it is obvious that this function calculates and returns the,10876.0,4.0
2688,square of the given number. So there is really no need to add a comment and ,10880.0,4.0
2689,explain that. Calculates and returns the,10884.0,4.0
2690,square of a number. This is very repetitive and it creates ,10888.0,4.0
2691,noiser code. Someone else reading your code they get distracted with all,10892.0,4.0
2692,"these unnecessary comments, so use comments to explain whys and hows.",10896.0,4.0
2693,"Not why's if you have made certain assumptions, we can use",10900.0,4.0
2694,comments to explain those assumptions. Or we can use them to add notes to remind yourself ,10904.0,4.0
2695,or other developers to do something in the code. ,10908.0,4.0
2696,"So comments are good, but too much of a good thing is a bad thing. ",10912.0,4.0
2697,In this tutorial I'm going to talk to you guys about classes in python. ,10920.0,4.0
2698,Classes are extremely important in programming and they're not,10924.0,4.0
2699,"specific to python, in fact, a lot of other programming languages",10928.0,4.0
2700,do support the notion of classes. We use classes to define new types.,10932.0,4.0
2701,"For example, so far you have learned about the basic types in Python ",10936.0,4.0
2702,"like numbers, strings, and booleans, ",10940.0,4.0
2703,"these are the basic or simple types in python, you also learn ",10944.0,4.0
2704,about a couple of complex types like lists and ,10948.0,4.0
2705,"dictionaries. While these types are extremely useful, they cannot ",10952.0,4.0
2706,"always be used to model complex concepts, for example, think about ",10956.0,4.0
2707,"the concept of a point, or a shopping cart. A shopping cart is not",10960.0,4.0
2708,"a boolean, it's not a list, it's not a dictionary, it's a different kind of",10964.0,4.0
2709,thing. So we can use classes to define new types to ,10968.0,4.0
2710,model real concepts. Now in this new model I'm going to show you how to,10972.0,4.0
2711,"define a new type called point, and this new type is going to have methods ",10976.0,4.0
2712,"for working with points. For example, back to our main program. Let's ",10980.0,4.0
2713,"create a list, numbers, 1, 2, 3, ",10984.0,4.0
2714,"you know that here, when we type that dot, ",10988.0,4.0
2715,"functions or methods available in list objects, now similar to this, ",10992.0,4.0
2716,"we're going to create a new type called point, this point is",10996.0,4.0
2717,"going to have metas like move, draw, get, ",11000.0,4.0
2718,"distance from another point, these are the operations that we can",11004.0,4.0
2719,perform on points. So let me show you how to do this.,11008.0,4.0
2720,"We start by defining a class by using the class keyword, ",11012.0,4.0
2721,and right after that we give our class a name. Now look at the,11016.0,4.0
2722,"naming convention I've used here. I've capitalized the first letter here, this is what we call",11020.0,4.0
2723,a pascal naming convention. So the naming convention we ,11024.0,4.0
2724,used for naming our classes is different from the convention we use for naming,11028.0,4.0
2725,our variables and functions. For variables and functions we always,11032.0,4.0
2726,use lower case letters and we separate multiple words using,11036.0,4.0
2727,"an underscore. But when naming classes, we don't use an underscore ",11040.0,4.0
2728,"to separate multiple words, instead we capitalize ",11044.0,4.0
2729,the first letter of every word. So in this case our class has only a single ,11048.0,4.0
2730,"word, if you had multiple words, let's say email client ",11052.0,4.0
2731,look I've capitalized the first letter,11056.0,4.0
2732,"of every word. Once again, this is called pascal naming convention",11060.0,4.0
2733,and it comes from the old pascal language that you might have heard of.,11064.0,4.0
2734,"So, back to our point class. Here we add ",11068.0,4.0
2735,"a colon which means we're going to define a block, now",11072.0,4.0
2736,in this block we can define all the functions or methods that belong ,11076.0,4.0
2737,"to points, for example, we can define a function called ",11080.0,4.0
2738,"move for moving a port, now note that as soon as we",11084.0,4.0
2739,"type open parenthesis, pycharm automatically adds self here, ",11088.0,4.0
2740,this is a special keyword and we're going to get back to this shortly. ,11092.0,4.0
2741,"So, for now, in this method, let's print ",11096.0,4.0
2742,"move on the terminal, now let's define another ",11100.0,4.0
2743,"method like draw, so define draw ",11104.0,4.0
2744,"and in this method, let's print draw on the terminal, now",11108.0,4.0
2745,"let's remove the indentation, we're done ",11112.0,4.0
2746,"with the definition of our point class, so we need to add two line breaks ",11116.0,4.0
2747,"okay, so with this class we defined a new ",11120.0,4.0
2748,"type with this new type we can create new objects, so",11124.0,4.0
2749,"an object is an instance of a class, a class simply defines ",11128.0,4.0
2750,"the blueprint or the template for creating objects, and ",11132.0,4.0
2751,objects are the actual instances based on that blue print. ,11136.0,4.0
2752,"So we can have tens of hundreds of points on the screen, these are the",11140.0,4.0
2753,"objects or the instances. So to create an object,",11144.0,4.0
2754,we type out the name of our class and then call it like a function ,11148.0,4.0
2755,this creates a new object and then returns it. So then we can store,11152.0,4.0
2756,"that object in a variable, let's call that point 1, ",11156.0,4.0
2757,"there you go, now when we use the dot operator. ",11160.0,4.0
2758,"Look, we have these two methods that we ",11164.0,4.0
2759,"defined, draw and move, we also have a bunch of other methods that we",11168.0,4.0
2760,"start with two underscores, these are called magic methods ",11172.0,4.0
2761,"we'll look at them later in the course. Now, let's call the draw method ",11176.0,4.0
2762,"of our point object, and run our program ",11180.0,4.0
2763,so you can see draw is printed on the terminal. Now,11184.0,4.0
2764,apart from methods these objects can also have attributes and these attributes,11188.0,4.0
2765,"are like variables that belong to a particular object. For example, ",11192.0,4.0
2766,"here, after we've defined .1. ",11196.0,4.0
2767,We can set .1.x to ,11200.0,4.0
2768,10. And .1.1 to 20. ,11204.0,4.0
2769,"Now we can easily print out these attributes, let's print ",11208.0,4.0
2770,.1.x and run our program one more time,11212.0,4.0
2771,"take a look, so the x coordinate of .1 is 10.",11216.0,4.0
2772,"Now we can create another object, let's call that.2 ",11220.0,4.0
2773,so .2 once again we type out the name ,11224.0,4.0
2774,of our class and then call it like a function. Now this object is completely ,11228.0,4.0
2775,different then the first object. So if you print ,11232.0,4.0
2776,.2.x ,11236.0,4.0
2777,"look we get this attribute error, because this point object doesn't have an",11240.0,4.0
2778,"attribute called, so each object is a different ",11244.0,4.0
2779,instance of our points class. Now here,11248.0,4.0
2780,we can assign a value to .2.x. Let's ,11252.0,4.0
2781,"send that to 1, and then run our program so we can see the ",11256.0,4.0
2782,x coordinates of .2 is 1. So to recap,11260.0,4.0
2783,"we use classes to define new types, these types can have ",11264.0,4.0
2784,methods that we define in the body of the class and they can also ,11268.0,4.0
2785,have attributes that we can set anywhere in our programs.,11272.0,4.0
2786,You have learned how to create new types using classes ,11280.0,4.0
2787,now therein a tiny problem in this implementation. ,11284.0,4.0
2788,We can create a pooint object without an x or y coordinate,11288.0,4.0
2789,let me show you. So point we create this,11292.0,4.0
2790,"object here, and before we set point.x let's",11296.0,4.0
2791,print point .x run our program ,11300.0,4.0
2792,we get this attribute error which you,11304.0,4.0
2793,"saw in the last tutorial, so point object has no attribute called x",11308.0,4.0
2794,"This is the problem we have here, it is possible, ",11312.0,4.0
2795,to have a point object without an x or y coordinates. ,11316.0,4.0
2796,"And that doesn't really make sense, because whenever we talk about a point, ",11320.0,4.0
2797,"we ned to know where that point is located. To solve this problem, we",11324.0,4.0
2798,use a constructor. A constructor is a function that gets called,11328.0,4.0
2799,"at the time of creating an object. So here on line 9, when creating this",11332.0,4.0
2800,"point object, we want to pass values for x or y ",11336.0,4.0
2801,"coordinates, let's say 10 and 20, and with this, ",11340.0,4.0
2802,"this point object that we get here, will have it's",11344.0,4.0
2803,x and y coordinates initialized. So how do we do this?,11348.0,4.0
2804,We need to add a special method in this class called constructor. ,11352.0,4.0
2805,"So, on the top, I define a new function, ",11356.0,4.0
2806,"look at the name of this function, double underscore init, double under",11360.0,4.0
2807,"score. So init is short for initialized, and this is the",11364.0,4.0
2808,function or the method that gets called when we create a new point object. ,11368.0,4.0
2809,"Now, press enter, so this automatically adds, ",11372.0,4.0
2810,"self in parenthesis, we're going to come back to this shortly. ",11376.0,4.0
2811,"Now, right after self, we want to add 2 extra parameters, ",11380.0,4.0
2812,"x and y, so let's type out x and y, ",11384.0,4.0
2813,"and then in the body of this method, we should read the values past",11388.0,4.0
2814,"here, and use them to initialize our object, so when we pass",11392.0,4.0
2815,"10 and 20, these arguments will be used for",11396.0,4.0
2816,x and y parameters. Now to initialize ,11400.0,4.0
2817,"our object, we type our code like this. Self.x equals ",11404.0,4.0
2818,x. And then self.y equals y. ,11408.0,4.0
2819,"What is going on here, this self that you see here is a reference to the current ",11412.0,4.0
2820,"object. So, back to line 13, ",11416.0,4.0
2821,"when we create a new point object, self references that object in",11420.0,4.0
2822,"memory, the same object, that we're referencing using this cariable.",11424.0,4.0
2823,"So earlier we typed point.x equals 10, ",11428.0,4.0
2824,with this code we set the x attribute of this point object. ,11432.0,4.0
2825,"Now what we have in the constructor is exactly the same, we use the self ",11436.0,4.0
2826,to reference the current object and then we set the x attribute ,11440.0,4.0
2827,"to the x argument passed to this function. So, ",11444.0,4.0
2828,"using this init method, we can initialize our objects and ",11448.0,4.0
2829,"we refer to this method as a constructor, this method is used to construct ",11452.0,4.0
2830,"or create an object, okay? so,",11456.0,4.0
2831,"Now, let's remove line 14, so we created",11460.0,4.0
2832,point object with these values and then print point.x let's run our program ,11464.0,4.0
2833,"there you go, x is 10, we can also change ",11468.0,4.0
2834,"these values later, so just before printing point.x we can set ",11472.0,4.0
2835,point.x to 11 and then run our program ,11476.0,4.0
2836,"so x is updated, beautiful, alright, here's a ",11480.0,4.0
2837,exercise for you. I want you to define a new type called person,11484.0,4.0
2838,these person objects should have a name attribute as well as a talk,11488.0,4.0
2839,"method. This is a very easy exercise so, ",11492.0,4.0
2840,you can tackle it in probably a couple of minutes. ,11496.0,4.0
2841,"Alright, so",11500.0,4.0
2842,"first we start with a  class keyboard, we define this person class ",11504.0,4.0
2843,"once again look at the naming convention I have used here, the first letter",11508.0,4.0
2844,of the first word in this case the only word is uppercase. ,11512.0,4.0
2845,"Now, in this class we define all the methods we need, currently we only have",11516.0,4.0
2846,"method that is the talk method, so define talk, ",11520.0,4.0
2847,"pycharm automatically adds self, we come back to this shortly, ",11524.0,4.0
2848,for now let's just print talk. ,11528.0,4.0
2849,So this is the body of our person class. We remove the indentation ,11532.0,4.0
2850,and add two line breaks after defining our ,11536.0,4.0
2851,"classes. Now we can create the personal object, let's call that jon, ",11540.0,4.0
2852,"we set it to person, we can call jon.",11544.0,4.0
2853,"talk, let's run the program so we get this",11548.0,4.0
2854,"message, beautiful, but our person objects should also have",11552.0,4.0
2855,"a name attribute, it doesn't make sense to have a person without the name. ",11556.0,4.0
2856,"So that is when we use the constructor function. So on the top, ",11560.0,4.0
2857,"we add a new method, at the name of this method is double ",11564.0,4.0
2858,"underscore, init double underscore. So we",11568.0,4.0
2859,call this method a constructor. Now in this method we need to,11572.0,4.0
2860,"add another parameter which is name, so we ",11576.0,4.0
2861,simply set self.name to name. Once,11580.0,4.0
2862,"again, self references the current object, we're setting the name ",11584.0,4.0
2863,"attribute of the current object, to the name argument passed to this method. ",11588.0,4.0
2864,"With this we can go back to line 9, and ",11592.0,4.0
2865,"when creating a person object we pass the name, let's see jon smith ",11596.0,4.0
2866,now let's print jon.name and run our program ,11600.0,4.0
2867,"there you go. So jon Smith is printed on the terminal, beautiful, ",11604.0,4.0
2868,so this is all you had to do as part of this exercise. But,11608.0,4.0
2869,let's make this program a little more interesting. Instead of printing,11612.0,4.0
2870,"this boring message here, let's print hi, I am Jon Smith. ",11616.0,4.0
2871,"So, we can use a formatted string with a message ",11620.0,4.0
2872,"like Hi, I am, now we want to dynamically",11624.0,4.0
2873,"add the name of this person. How do we do this? Well, look at ",11628.0,4.0
2874,"the parameter of this talk method. As I told you before, ",11632.0,4.0
2875,"every method in our class should have this parameter, self.",11636.0,4.0
2876,"And they should be the very first parameter of each method, okay? So, ",11640.0,4.0
2877,"with this self we can get reference to the current object, so",11644.0,4.0
2878,we can add curly braces and type out self ,11648.0,4.0
2879,.name. Thsi returns the name attribute of the current ,11652.0,4.0
2880,person object. With this we can remove ,11656.0,4.0
2881,"line 10, where we print jon.name and simply call",11660.0,4.0
2882,jon.talk. Lets run our program.,11664.0,4.0
2883,"Hi, I am Jon Smith. There we go, beautiful.",11668.0,4.0
2884,"Now we can build another person object, let's say Bob, is a new person ",11672.0,4.0
2885,"called Bob Smith, when we say ",11676.0,4.0
2886,Bob.talk. And run our program ,11680.0,4.0
2887,"we get a different message, hi I'm Bob Smith, so",11684.0,4.0
2888,each object is a different instance of a person class. ,11688.0,4.0
2889,"In this tutorial Im going to talk to you about inheritance in Python, ",11696.0,4.0
